⏹电视综合▶,#genre#
体育04,http://101.204.222.155:8000/udp/239.93.1.247:5140
体育05,http://101.204.222.155:8000/udp/239.93.1.249:5140
体育06,http://101.204.222.155:8000/udp/239.93.1.90:5140
体育07,http://101.204.222.155:8000/udp/239.93.0.135:9008


⏹四川移动▶,#genre#
四川SCTV-7,http://112.44.6.47:4022/udp/239.11.0.8:5140
四川峨眉电影,http://112.44.6.47:4022/udp/239.11.0.11:5140
四川经济,http://112.44.6.47:4022/udp/239.11.0.2:5140
四川科教,http://112.44.6.47:4022/udp/239.11.0.194:5140
四川文化旅游,http://112.44.6.47:4022/udp/239.11.0.3:5140
四川乡村,http://112.44.6.47:4022/udp/239.11.0.4:5140
四川新闻,http://112.44.6.47:4022/udp/239.11.0.5:5140
四川新闻,http://112.44.6.47:4022/udp/239.11.0.176:5140
四川星空购物,http://112.44.6.47:4022/udp/239.11.0.125:5140
四川移动电视,http://112.44.6.47:4022/udp/239.11.0.85:5140
四川影视文艺,http://112.44.6.47:4022/udp/239.11.0.77:5140

凤凰中文,http://112.44.6.47:4022/udp/239.11.0.153:5140
凤凰资讯,http://112.44.6.47:4022/udp/239.11.0.154:5140
星空卫视,http://112.44.6.47:4022/udp/239.11.0.156:5140
[V],http://112.44.6.47:4022/udp/239.11.0.155:5140

CCTV-1综合,http://112.44.6.47:4022/udp/239.11.0.65:5140
CCTV-1综合,http://112.44.6.47:4022/udp/239.11.0.66:5140
CCTV-1综合,http://112.44.6.47:4022/udp/239.10.0.107:5140
CCTV-1综合,http://112.44.6.47:4022/udp/239.10.0.135:5140
CCTV-1综合,http://112.44.6.47:4022/udp/239.10.0.151:5140
CCTV-1综合,http://112.44.6.47:4022/udp/239.11.0.130:5140
CCTV-2财经,http://112.44.6.47:4022/udp/239.11.0.108:5140
CCTV-3综艺,http://112.44.6.47:4022/udp/239.11.0.101:5140
CCTV-4中文国际,http://112.44.6.47:4022/udp/239.11.0.109:5140
CCTV-5体育,http://112.44.6.47:4022/udp/239.11.0.100:5140
CCTV-5体育,http://112.44.6.47:4022/udp/239.10.0.238:5140
CCTV-5+体育赛事,http://112.44.6.47:4022/udp/239.11.0.241:5140
CCTV-6电影,http://112.44.6.47:4022/udp/239.11.0.102:5140
CCTV-7国防军事,http://112.44.6.47:4022/udp/239.11.0.110:5140
CCTV-8电视剧,http://112.44.6.47:4022/udp/239.11.0.103:5140
CCTV-9纪录,http://112.44.6.47:4022/udp/239.11.0.111:5140
CCTV-10科教,http://112.44.6.47:4022/udp/239.11.0.112:5140
CCTV-11戏曲,http://112.44.6.47:4022/udp/239.11.0.22:5140
CCTV-12社会与法,http://112.44.6.47:4022/udp/239.11.0.113:5140
CCTV-13新闻,http://112.44.6.47:4022/udp/239.11.0.24:5140
CCTV-13新闻,http://112.44.6.47:4022/udp/239.11.0.183:5140
CCTV-14少儿,http://112.44.6.47:4022/udp/239.11.0.114:5140
CCTV-15音乐,http://112.44.6.47:4022/udp/239.11.0.26:5140
CCTV-16奥林匹克,http://112.44.6.47:4022/udp/239.11.0.67:5140
CCTV-16奥林匹克,http://112.44.6.47:4022/udp/239.10.0.187:5140
CCTV-17农业农村,http://112.44.6.47:4022/udp/239.11.0.107:5140
CGTN[英语],http://112.44.6.47:4022/udp/239.11.0.245:5140
CGTN[阿拉伯语],http://112.44.6.47:4022/udp/239.11.0.81:5140
CGTN[俄语],http://112.44.6.47:4022/udp/239.11.0.82:5140
CGTN[法语],http://112.44.6.47:4022/udp/239.11.0.80:5140
CGTN[拉丁语],http://112.44.6.47:4022/udp/239.11.0.138:5140
CGTN[西班牙语],http://112.44.6.47:4022/udp/239.11.0.79:5140
CETV1,http://112.44.6.47:4022/udp/239.11.0.139:5140
CETV2,http://112.44.6.47:4022/udp/239.11.0.246:5140
CETV3,http://112.44.6.47:4022/udp/239.11.0.247:5140
CETV4,http://112.44.6.47:4022/udp/239.11.0.248:5140

安多卫视,http://112.44.6.47:4022/udp/239.11.0.124:5140
安徽卫视,http://112.44.6.47:4022/udp/239.11.0.117:5140
北京卫视,http://112.44.6.47:4022/udp/239.11.0.121:5140
东方卫视,http://112.44.6.47:4022/udp/239.11.0.68:5140
东南卫视,http://112.44.6.47:4022/udp/239.11.0.41:5140
甘肃卫视,http://112.44.6.47:4022/udp/239.11.0.55:5140
广东卫视,http://112.44.6.47:4022/udp/239.11.0.115:5140
广西卫视,http://112.44.6.47:4022/udp/239.11.0.48:5140
贵州卫视,http://112.44.6.47:4022/udp/239.11.0.51:5140
海南卫视,http://112.44.6.47:4022/udp/239.11.0.193:5140
河北卫视,http://112.44.6.47:4022/udp/239.11.0.31:5140
河南卫视,http://112.44.6.47:4022/udp/239.11.0.44:5140
黑龙江卫视,http://112.44.6.47:4022/udp/239.11.0.36:5140
湖北卫视,http://112.44.6.47:4022/udp/239.11.0.74:5140
湖南卫视,http://112.44.6.47:4022/udp/239.11.0.119:5140
吉林卫视,http://112.44.6.47:4022/udp/239.11.0.35:5140
江苏卫视,http://112.44.6.47:4022/udp/239.11.0.76:5140
江西卫视,http://112.44.6.47:4022/udp/239.11.0.42:5140
辽宁卫视,http://112.44.6.47:4022/udp/239.11.0.118:5140
内蒙古卫视,http://112.44.6.47:4022/udp/239.11.0.33:5140
宁夏卫视,http://112.44.6.47:4022/udp/239.11.0.57:5140
青海卫视,http://112.44.6.47:4022/udp/239.11.0.56:5140
三沙卫视,http://112.44.6.47:4022/udp/239.11.0.84:5140
厦门卫视,http://112.44.6.47:4022/udp/239.11.0.83:5140
山东教育卫视,http://112.44.6.47:4022/udp/239.11.0.140:5140
山东卫视,http://112.44.6.47:4022/udp/239.11.0.73:5140
山西卫视,http://112.44.6.47:4022/udp/239.11.0.32:5140
陕西卫视,http://112.44.6.47:4022/udp/239.11.0.54:5140
深圳卫视,http://112.44.6.47:4022/udp/239.11.0.71:5140
四川康巴卫视,http://112.44.6.47:4022/udp/239.11.0.10:5140
四川卫视,http://112.44.6.47:4022/udp/239.11.0.78:5140
天津卫视,http://112.44.6.47:4022/udp/239.11.0.123:5140
西藏卫视,http://112.44.6.47:4022/udp/239.11.0.53:5140
新疆卫视,http://112.44.6.47:4022/udp/239.11.0.58:5140
云南卫视,http://112.44.6.47:4022/udp/239.11.0.52:5140
浙江卫视,http://112.44.6.47:4022/udp/239.11.0.70:5140
重庆卫视,http://112.44.6.47:4022/udp/239.11.0.116:5140
兵团卫视,http://112.44.6.47:4022/udp/239.11.0.204:5140
延边卫视,http://112.44.6.47:4022/udp/239.11.0.206:5140

CDTV-1成都综合,http://112.44.6.47:4022/udp/239.10.0.11:5140
CDTV-2成都经济,http://112.44.6.47:4022/udp/239.10.0.12:5140
CDTV-3成都生活,http://112.44.6.47:4022/udp/239.10.0.13:5140
CDTV-4成都影视,http://112.44.6.47:4022/udp/239.10.0.14:5140
CDTV-5成都公共,http://112.44.6.47:4022/udp/239.10.0.15:5140
CDTV-6成都少儿,http://112.44.6.47:4022/udp/239.10.0.16:5140

阿坝综合藏语,http://112.44.6.47:4022/udp/239.10.0.51:5140
阿坝综合汉语,http://112.44.6.47:4022/udp/239.10.0.50:5140
巴中文旅生活,http://112.44.6.47:4022/udp/239.10.0.53:5140
巴中综合,http://112.44.6.47:4022/udp/239.10.0.52:5140
达州文化生活,http://112.44.6.47:4022/udp/239.10.0.55:5140
达州新闻综合,http://112.44.6.47:4022/udp/239.10.0.54:5140
德阳文旅科教,http://112.44.6.47:4022/udp/239.10.0.57:5140
德阳新闻综合,http://112.44.6.47:4022/udp/239.10.0.56:5140
甘孜综合,http://112.44.6.47:4022/udp/239.10.0.32:5140
广安文旅乡村,http://112.44.6.47:4022/udp/239.10.0.59:5140
广安新闻综合,http://112.44.6.47:4022/udp/239.10.0.58:5140
广元文化生活,http://112.44.6.47:4022/udp/239.10.0.61:5140
广元综合,http://112.44.6.47:4022/udp/239.10.0.60:5140
泸州生活,http://112.44.6.47:4022/udp/239.10.0.48:5140
泸州新闻综合,http://112.44.6.47:4022/udp/239.10.0.46:5140
康定新闻综合,http://112.44.6.47:4022/udp/239.10.0.30:5140
乐山文旅生活,http://112.44.6.47:4022/udp/239.10.0.63:5140
乐山新闻综合,http://112.44.6.47:4022/udp/239.10.0.62:5140
凉山新闻综合,http://112.44.6.47:4022/udp/239.10.0.64:5140
凉山彝语综合,http://112.44.6.47:4022/udp/239.10.0.65:5140
眉山文旅乡村,http://112.44.6.47:4022/udp/239.10.0.67:5140
眉山综合,http://112.44.6.47:4022/udp/239.10.0.66:5140
绵阳科技生活,http://112.44.6.47:4022/udp/239.10.0.98:5140
绵阳新闻综合,http://112.44.6.47:4022/udp/239.10.0.96:5140
南充科教生活,http://112.44.6.47:4022/udp/239.10.0.70:5140
南充综合,http://112.44.6.47:4022/udp/239.10.0.68:5140
内江科教生活,http://112.44.6.47:4022/udp/239.10.0.73:5140
内江综合,http://112.44.6.47:4022/udp/239.10.0.71:5140
攀枝花文旅生活,http://112.44.6.47:4022/udp/239.10.0.75:5140
攀枝花新闻综合,http://112.44.6.47:4022/udp/239.10.0.74:5140
遂宁文化生活,http://112.44.6.47:4022/udp/239.10.0.77:5140
遂宁综合,http://112.44.6.47:4022/udp/239.10.0.76:5140
雅安文化生活,http://112.44.6.47:4022/udp/239.10.0.79:5140
雅安新闻综合,http://112.44.6.47:4022/udp/239.10.0.78:5140
宜宾公共频道,http://112.44.6.47:4022/udp/239.10.0.81:5140
宜宾新闻综合,http://112.44.6.47:4022/udp/239.10.0.80:5140
资阳新闻综合,http://112.44.6.47:4022/udp/239.10.0.82:5140
自贡文化生活,http://112.44.6.47:4022/udp/239.10.0.84:5140
自贡综合,http://112.44.6.47:4022/udp/239.10.0.83:5140

天府TV财经频道,http://112.44.6.47:4022/udp/239.10.0.194:5140
天府TV电竞世界,http://112.44.6.47:4022/udp/239.10.0.167:5140
天府TV风尚美食,http://112.44.6.47:4022/udp/239.10.0.138:5140
天府TV高清影院,http://112.44.6.47:4022/udp/239.10.0.188:5140
天府TV积木宝贝,http://112.44.6.47:4022/udp/239.10.0.157:5140
天府TV家庭理财,http://112.44.6.47:4022/udp/239.10.0.168:5140
天府TV健康生活,http://112.44.6.47:4022/udp/239.10.0.139:5140
天府TV教育综合,http://112.44.6.47:4022/udp/239.10.0.136:5140
天府TV经典再现,http://112.44.6.47:4022/udp/239.10.0.130:5140
天府TV军旅谍战,http://112.44.6.47:4022/udp/239.10.0.131:5140
天府TV辣妈学院,http://112.44.6.47:4022/udp/239.10.0.137:5140
天府TV乐趣综合,http://112.44.6.47:4022/udp/239.10.0.195:5140
天府TV魔力TV,http://112.44.6.47:4022/udp/239.10.0.145:5140
天府TV魔力荟萃,http://112.44.6.47:4022/udp/239.10.0.140:5140
天府TV启蒙乐园,http://112.44.6.47:4022/udp/239.10.0.158:5140
天府TV人文纪录,http://112.44.6.47:4022/udp/239.10.0.166:5140
天府TV时尚生活,http://112.44.6.47:4022/udp/239.10.0.144:5140
天府TV时尚天地,http://112.44.6.47:4022/udp/239.10.0.141:5140
天府TV星动娱乐,http://112.44.6.47:4022/udp/239.10.0.142:5140
天府TV综合,http://112.44.6.47:4022/udp/239.10.0.189:5140

BesTV,http://112.44.6.47:4022/udp/239.11.0.234:5140
IPTV测试,http://112.44.6.47:4022/udp/239.11.0.120:5140
IPTV城市剧场,http://112.44.6.47:4022/udp/239.10.0.124:5140
IPTV地理,http://112.44.6.47:4022/udp/239.10.0.190:5140
IPTV谍战剧场,http://112.44.6.47:4022/udp/239.10.0.123:5140
IPTV动画,http://112.44.6.47:4022/udp/239.10.0.163:5140
IPTV儿歌天地,http://112.44.6.47:4022/udp/239.10.0.211:5140
IPTV风云剧场,http://112.44.6.47:4022/udp/239.10.0.203:5140
IPTV古装剧场,http://112.44.6.47:4022/udp/239.10.0.126:5140
IPTV光影,http://112.44.6.47:4022/udp/239.10.0.153:5140
IPTV国学,http://112.44.6.47:4022/udp/239.10.0.186:5140
IPTV国学课堂,http://112.44.6.47:4022/udp/239.10.0.212:5140
IPTV红色经典,http://112.44.6.47:4022/udp/239.10.0.201:5140
IPTV宏伟巨献,http://112.44.6.47:4022/udp/239.10.0.208:5140
IPTV欢乐启蒙,http://112.44.6.47:4022/udp/239.10.0.217:5140
IPTV家庭影院,http://112.44.6.47:4022/udp/239.10.0.127:5140
IPTV经典电影,http://112.44.6.47:4022/udp/239.10.0.122:5140
IPTV军旅剧场,http://112.44.6.47:4022/udp/239.10.0.125:5140
IPTV军旅剧场,http://112.44.6.47:4022/udp/239.10.0.164:5140
IPTV酷乐卡通,http://112.44.6.47:4022/udp/239.10.0.214:5140
IPTV快乐假期,http://112.44.6.47:4022/udp/239.10.0.215:5140
IPTV历史再现,http://112.44.6.47:4022/udp/239.10.0.207:5140
IPTV奇趣动漫,http://112.44.6.47:4022/udp/239.10.0.216:5140
IPTV青春在线,http://112.44.6.47:4022/udp/239.10.0.206:5140
IPTV情感热播,http://112.44.6.47:4022/udp/239.10.0.202:5140
IPTV趣乐探险,http://112.44.6.47:4022/udp/239.10.0.219:5140
IPTV热播剧场,http://112.44.6.47:4022/udp/239.10.0.121:5140
IPTV童童乐园,http://112.44.6.47:4022/udp/239.10.0.210:5140
IPTV玩具乐园,http://112.44.6.47:4022/udp/239.10.0.218:5140
IPTV我看剧场,http://112.44.6.47:4022/udp/239.10.0.204:5140
IPTV武侠剧场,http://112.44.6.47:4022/udp/239.10.0.133:5140
IPTV嘻哈动漫,http://112.44.6.47:4022/udp/239.10.0.213:5140
IPTV喜剧影院,http://112.44.6.47:4022/udp/239.10.0.132:5140
IPTV戏曲,http://112.44.6.47:4022/udp/239.10.0.150:5140
IPTV星影,http://112.44.6.47:4022/udp/239.10.0.156:5140
IPTV阳光日记,http://112.44.6.47:4022/udp/239.10.0.209:5140
IPTV峥嵘岁月,http://112.44.6.47:4022/udp/239.10.0.205:5140
ITV第一电影,http://112.44.6.47:4022/udp/239.11.0.180:5140
ITV第一剧场,http://112.44.6.47:4022/udp/239.11.0.189:5140
ITV电影天地,http://112.44.6.47:4022/udp/239.11.0.177:5140
ITV动画,http://112.44.6.47:4022/udp/239.11.0.186:5140
ITV古装剧,http://112.44.6.47:4022/udp/239.11.0.184:5140
ITV家庭影院,http://112.44.6.47:4022/udp/239.11.0.179:5140
ITV经典剧场,http://112.44.6.47:4022/udp/239.11.0.178:5140
ITV经典影视,http://112.44.6.47:4022/udp/239.11.0.173:5140
ITV精彩连播,http://112.44.6.47:4022/udp/239.11.0.174:5140
ITV动漫,http://112.44.6.47:4022/udp/239.11.0.182:5140
ITV卡通动画,http://112.44.6.47:4022/udp/239.11.0.181:5140
ITV历史剧,http://112.44.6.47:4022/udp/239.11.0.185:5140
ITV热播剧场,http://112.44.6.47:4022/udp/239.11.0.171:5140
ITV影视精选,http://112.44.6.47:4022/udp/239.11.0.170:5140
ITV优视影院,http://112.44.6.47:4022/udp/239.11.0.172:5140
ITV都市剧场,http://112.44.6.47:4022/udp/239.10.0.106:5140
NewTV1,http://112.44.6.47:4022/udp/239.11.0.145:5140
NewTV2,http://112.44.6.47:4022/udp/239.11.0.147:5140
NewTV爱情喜剧,http://112.44.6.47:4022/udp/239.11.0.149:5140
NewTV动作电影,http://112.44.6.47:4022/udp/239.11.0.142:5140
NewTV古装剧场,http://112.44.6.47:4022/udp/239.11.0.141:5140
NewTV家庭剧场,http://112.44.6.47:4022/udp/239.11.0.131:5140
NewTV惊悚悬疑,http://112.44.6.47:4022/udp/239.11.0.144:5140
NewTV精品大剧,http://112.44.6.47:4022/udp/239.11.0.150:5140
NewTV精品纪录,http://112.44.6.47:4022/udp/239.11.0.132:5140
NewTV精品体育,http://112.44.6.47:4022/udp/239.11.0.134:5140
NewTV军旅剧场,http://112.44.6.47:4022/udp/239.11.0.143:5140
NewTV军事评论,http://112.44.6.47:4022/udp/239.11.0.136:5140
NewTV农业致富,http://112.44.6.47:4022/udp/239.11.0.137:5140
NewTV中国功夫,http://112.44.6.47:4022/udp/239.11.0.151:5140

电视台标,http://112.44.6.47:4022/udp/239.10.0.245:5140
动漫秀场,http://112.44.6.47:4022/udp/239.10.0.101:5140
法治天地,http://112.44.6.47:4022/udp/239.10.0.180:5140
哈哈炫动,http://112.44.6.47:4022/udp/239.11.0.64:5140
纪实人文,http://112.44.6.47:4022/udp/239.10.0.192:5140
金色学堂,http://112.44.6.47:4022/udp/239.10.0.179:5140
金鹰纪实,http://112.44.6.47:4022/udp/239.10.0.193:5140
金鹰卡通,http://112.44.6.47:4022/udp/239.11.0.127:5140
聚鲨环球精选,http://112.44.6.47:4022/udp/239.10.0.228:5140
卡酷少儿,http://112.44.6.47:4022/udp/239.11.0.129:5140
快乐垂钓,http://112.44.6.47:4022/udp/239.10.0.128:5140
乐游,http://112.44.6.47:4022/udp/239.10.0.105:5140
魅力足球,http://112.44.6.47:4022/udp/239.10.0.185:5140
求索纪录,http://112.44.6.47:4022/udp/239.10.0.221:5140
生活时尚,http://112.44.6.47:4022/udp/239.10.0.102:5140
时尚音乐,http://112.44.6.47:4022/udp/239.11.0.188:5140
体育,http://112.44.6.47:4022/udp/239.10.0.224:5140
铁路电视,http://112.44.6.47:4022/udp/239.11.0.191:5140
新动漫,http://112.44.6.47:4022/udp/239.10.0.159:5140
怡伴健康,http://112.44.6.47:4022/udp/239.11.0.133:5140
优漫卡通,http://112.44.6.47:4022/udp/239.11.0.63:5140
优视教育,http://112.44.6.47:4022/udp/239.11.0.187:5140
嘉佳卡通,http://112.44.6.47:4022/udp/239.11.0.203:5140
足球,http://112.44.6.47:4022/udp/239.11.0.122:5140
中国交通,http://112.44.6.47:4022/udp/239.10.0.143:5140
中国天气,http://112.44.6.47:4022/udp/239.10.0.177:5140

咪咕视频01,http://112.44.6.47:4022/udp/239.10.0.17:5140
咪咕视频02,http://112.44.6.47:4022/udp/239.10.0.18:5140
咪咕视频03,http://112.44.6.47:4022/udp/239.10.0.19:5140
咪咕视频04,http://112.44.6.47:4022/udp/239.10.0.20:5140
咪咕视频05,http://112.44.6.47:4022/udp/239.10.0.21:5140
咪咕视频06,http://112.44.6.47:4022/udp/239.10.0.22:5140
咪咕视频07,http://112.44.6.47:4022/udp/239.10.0.23:5140
咪咕视频08,http://112.44.6.47:4022/udp/239.10.0.24:5140
咪咕视频09,http://112.44.6.47:4022/udp/239.10.0.25:5140
咪咕视频10,http://112.44.6.47:4022/udp/239.10.0.26:5140
咪咕视频11,http://112.44.6.47:4022/udp/239.10.0.27:5140
咪咕视频12,http://112.44.6.47:4022/udp/239.10.0.28:5140
咪咕视频13,http://112.44.6.47:4022/udp/239.10.0.40:5140
咪咕视频14,http://112.44.6.47:4022/udp/239.10.0.41:5140
咪咕视频15,http://112.44.6.47:4022/udp/239.10.0.42:5140
咪咕视频16,http://112.44.6.47:4022/udp/239.10.0.43:5140
咪咕视频17,http://112.44.6.47:4022/udp/239.10.0.44:5140
咪咕视频18,http://112.44.6.47:4022/udp/239.10.0.45:5140
咪咕视频19,http://112.44.6.47:4022/udp/239.10.0.232:5140
咪咕视频20,http://112.44.6.47:4022/udp/239.10.0.233:5140
咪咕视频21,http://112.44.6.47:4022/udp/239.10.0.234:5140
咪咕视频22,http://112.44.6.47:4022/udp/239.10.0.235:5140
咪咕视频23,http://112.44.6.47:4022/udp/239.10.0.236:5140
咪咕视频24,http://112.44.6.47:4022/udp/239.10.0.237:5140
咪咕视频25,http://112.44.6.47:4022/udp/239.10.0.239:5140
咪咕视频26,http://112.44.6.47:4022/udp/239.10.0.240:5140


⏹湖南电信▶,#genre#
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.245.151:1234
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.245.152:1234
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.245.153:1234
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.245.154:1234
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.252.151:9000
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.252.152:9000
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.252.153:9000
湖南IPTV电信,http://www.yao87.com:4022/udp/239.76.252.154:9000
湖南爱晚,http://www.yao87.com:4022/udp/239.76.245.123:1234
湖南爱晚,http://www.yao87.com:4022/udp/239.76.246.109:1234
湖南爱晚,http://www.yao87.com:4022/udp/239.76.252.123:9000
湖南爱晚,http://www.yao87.com:4022/udp/239.76.253.109:9000
湖南茶频道,http://www.yao87.com:4022/udp/239.76.245.239:1234
湖南茶频道,http://www.yao87.com:4022/udp/239.76.252.239:9000
湖南电视剧,http://www.yao87.com:4022/udp/239.76.245.118:1234
湖南电视剧,http://www.yao87.com:4022/udp/239.76.246.108:1234
湖南电视剧,http://www.yao87.com:4022/udp/239.76.252.118:9000
湖南电视剧,http://www.yao87.com:4022/udp/239.76.253.108:9000
湖南电影,http://www.yao87.com:4022/udp/239.76.245.119:1234
湖南电影,http://www.yao87.com:4022/udp/239.76.246.106:1234
湖南电影,http://www.yao87.com:4022/udp/239.76.252.119:9000
湖南电影,http://www.yao87.com:4022/udp/239.76.253.106:9000
湖南都市,http://www.yao87.com:4022/udp/239.76.245.117:1234
湖南都市,http://www.yao87.com:4022/udp/239.76.246.104:1234
湖南都市,http://www.yao87.com:4022/udp/239.76.252.117:9000
湖南都市,http://www.yao87.com:4022/udp/239.76.253.104:9000
湖南房产,http://www.yao87.com:4022/udp/239.76.245.155:1234
湖南房产,http://www.yao87.com:4022/udp/239.76.252.155:9000
湖南国际频道,http://www.yao87.com:4022/udp/239.76.245.124:1234
湖南国际频道,http://www.yao87.com:4022/udp/239.76.246.102:1234
湖南国际频道,http://www.yao87.com:4022/udp/239.76.252.124:9000
湖南国际频道,http://www.yao87.com:4022/udp/239.76.253.102:9000
湖南好吃厨房,http://www.yao87.com:4022/udp/239.76.246.221:1234
湖南好吃厨房,http://www.yao87.com:4022/udp/239.76.253.221:9000
湖南教育台,http://www.yao87.com:4022/udp/239.76.245.233:1234
湖南教育台,http://www.yao87.com:4022/udp/239.76.252.233:9000
湖南金鹰纪实,http://www.yao87.com:4022/udp/239.76.245.122:1234
湖南金鹰纪实,http://www.yao87.com:4022/udp/239.76.246.110:1234
湖南金鹰纪实,http://www.yao87.com:4022/udp/239.76.252.122:9000
湖南金鹰纪实,http://www.yao87.com:4022/udp/239.76.253.110:9000
湖南金鹰卡通,http://www.yao87.com:4022/udp/239.76.245.120:1234
湖南金鹰卡通,http://www.yao87.com:4022/udp/239.76.246.107:1234
湖南金鹰卡通,http://www.yao87.com:4022/udp/239.76.252.120:9000
湖南金鹰卡通,http://www.yao87.com:4022/udp/239.76.253.107:9000
湖南经视,http://www.yao87.com:4022/udp/239.76.245.116:1234
湖南经视,http://www.yao87.com:4022/udp/239.76.246.103:1234
湖南经视,http://www.yao87.com:4022/udp/239.76.252.116:9000
湖南经视,http://www.yao87.com:4022/udp/239.76.253.103:9000
湖南快乐垂钓,http://www.yao87.com:4022/udp/239.76.245.127:1234
湖南快乐垂钓,http://www.yao87.com:4022/udp/239.76.246.5:1234
湖南快乐垂钓,http://www.yao87.com:4022/udp/239.76.253.5:9000
湖南生活家,http://www.yao87.com:4022/udp/239.76.246.220:1234
湖南生活家,http://www.yao87.com:4022/udp/239.76.253.220:9000
湖南先锋乒羽,http://www.yao87.com:4022/udp/239.76.246.51:1234
湖南先锋乒羽,http://www.yao87.com:4022/udp/239.76.253.51:9000
湖南娱乐,http://www.yao87.com:4022/udp/239.76.245.121:1234
湖南娱乐,http://www.yao87.com:4022/udp/239.76.246.105:1234
湖南娱乐,http://www.yao87.com:4022/udp/239.76.252.121:9000
湖南娱乐,http://www.yao87.com:4022/udp/239.76.253.105:9000
湖南娱乐[标],http://www.yao87.com:4022/udp/239.76.252.5:9000

CHC动作电影,http://www.yao87.com:4022/udp/239.76.245.243:1234
CHC家庭影院,http://www.yao87.com:4022/udp/239.76.245.241:1234
CHC影迷电影,http://www.yao87.com:4022/udp/239.76.245.242:1234
凤凰中文,http://www.yao87.com:4022/udp/239.76.246.135:1234
凤凰中文,http://www.yao87.com:4022/udp/239.76.253.135:9000
凤凰资讯,http://www.yao87.com:4022/udp/239.76.246.134:1234
凤凰资讯,http://www.yao87.com:4022/udp/239.76.253.134:9000



CCTV-1综合,http://www.yao87.com:4022/udp/239.76.246.151:1234
CCTV-1综合,http://www.yao87.com:4022/udp/239.76.253.151:9000
CCTV-2财经,http://www.yao87.com:4022/udp/239.76.246.152:1234
CCTV-2财经,http://www.yao87.com:4022/udp/239.76.253.152:9000
CCTV-3综艺,http://www.yao87.com:4022/udp/239.76.246.153:1234
CCTV-3综艺,http://www.yao87.com:4022/udp/239.76.253.153:9000
CCTV-4中文国际,http://www.yao87.com:4022/udp/239.76.245.195:1234
CCTV-4中文国际,http://www.yao87.com:4022/udp/239.76.246.154:1234
CCTV-4中文国际,http://www.yao87.com:4022/udp/239.76.253.154:9000
CCTV-4中文国际美洲,http://www.yao87.com:4022/udp/239.76.246.96:1234
CCTV-4中文国际美洲,http://www.yao87.com:4022/udp/239.76.253.96:9000
CCTV-4中文国际欧洲,http://www.yao87.com:4022/udp/239.76.246.95:1234
CCTV-4中文国际欧洲,http://www.yao87.com:4022/udp/239.76.253.95:9000
CCTV-5体育,http://www.yao87.com:4022/udp/239.76.246.155:1234
CCTV-5体育,http://www.yao87.com:4022/udp/239.76.253.155:9000
CCTV-5+体育赛事,http://www.yao87.com:4022/udp/239.76.246.168:1234
CCTV-5+体育赛事,http://www.yao87.com:4022/udp/239.76.253.168:9000
CCTV-6电影,http://www.yao87.com:4022/udp/239.76.246.156:1234
CCTV-6电影,http://www.yao87.com:4022/udp/239.76.253.156:9000
CCTV-6电影[标],http://www.yao87.com:4022/udp/239.76.252.56:9000
CCTV-7国防军事,http://www.yao87.com:4022/udp/239.76.246.157:1234
CCTV-7国防军事,http://www.yao87.com:4022/udp/239.76.253.157:9000
CCTV-8电视剧,http://www.yao87.com:4022/udp/239.76.246.158:1234
CCTV-8电视剧,http://www.yao87.com:4022/udp/239.76.253.158:9000
CCTV-9纪录,http://www.yao87.com:4022/udp/239.76.246.159:1234
CCTV-9纪录,http://www.yao87.com:4022/udp/239.76.253.159:9000
CCTV-10科教,http://www.yao87.com:4022/udp/239.76.246.160:1234
CCTV-10科教,http://www.yao87.com:4022/udp/239.76.253.160:9000
CCTV-11戏曲,http://www.yao87.com:4022/udp/239.76.245.251:1234
CCTV-11戏曲,http://www.yao87.com:4022/udp/239.76.252.251:9000
CCTV-12社会与法,http://www.yao87.com:4022/udp/239.76.246.162:1234
CCTV-12社会与法,http://www.yao87.com:4022/udp/239.76.253.162:9000
CCTV-13新闻,http://www.yao87.com:4022/udp/239.76.246.93:1234
CCTV-13新闻,http://www.yao87.com:4022/udp/239.76.253.93:9000
CCTV-14少儿,http://www.yao87.com:4022/udp/239.76.246.164:1234
CCTV-14少儿,http://www.yao87.com:4022/udp/239.76.253.164:9000
CCTV-15音乐,http://www.yao87.com:4022/udp/239.76.245.252:1234
CCTV-15音乐,http://www.yao87.com:4022/udp/239.76.252.252:9000
CCTV-16奥林匹克,http://www.yao87.com:4022/udp/239.76.246.98:1234
CCTV-16奥林匹克,http://www.yao87.com:4022/udp/239.76.253.98:9000
CCTV-17农业农村,http://www.yao87.com:4022/udp/239.76.245.238:1234
CCTV-17农业农村,http://www.yao87.com:4022/udp/239.76.252.238:9000

CGTN阿拉伯语,http://www.yao87.com:4022/udp/239.76.246.97:1234
CGTN阿拉伯语,http://www.yao87.com:4022/udp/239.76.253.97:9000
CGTN德语,http://www.yao87.com:4022/udp/239.76.245.67:1234
CGTN德语,http://www.yao87.com:4022/udp/239.76.252.67:9000
