⏹电视综合▶,#genre#
宁夏卫视,http://115.171.216.54:4000/udp/225.1.8.159:8124
青海卫视,http://115.171.216.54:4000/udp/225.1.8.157:8184
三沙卫视,http://115.171.216.54:4000/udp/225.1.8.78:4120
厦门卫视,http://115.171.216.54:4000/udp/225.1.8.166:4120
山东教育卫视,http://115.171.216.54:4000/udp/225.1.8.190:4120
山东卫视,http://115.171.216.54:4000/udp/225.1.8.50:8052
山西卫视,http://115.171.216.54:4000/udp/225.1.8.155:8172
陕西卫视,http://115.171.216.54:4000/udp/225.1.8.154:8140
深圳卫视,http://115.171.216.54:4000/udp/225.1.8.43:8020
四川卫视,http://115.171.216.54:4000/udp/225.1.8.142:8288
天津卫视,http://115.171.216.54:4000/udp/225.1.8.48:8044
西藏卫视,http://115.171.216.54:4000/udp/225.1.8.160:8164
新疆卫视,http://115.171.216.54:4000/udp/225.1.8.161:8160
云南卫视,http://115.171.216.54:4000/udp/225.1.8.139:8108
浙江卫视,http://115.171.216.54:4000/udp/225.1.8.46:8036
重庆卫视,http://115.171.216.54:4000/udp/225.1.8.172:8162

茶频道,http://115.171.216.54:4000/udp/225.1.8.72:8002
朝阳融媒,http://115.171.216.54:4000/udp/225.1.8.69:8002
城市剧场,http://115.171.216.54:4000/udp/225.1.8.227:4120
大健康,http://115.171.216.54:4000/udp/225.1.8.39:8002
地理,http://115.171.216.54:4000/udp/225.1.8.231:4120
动画,http://115.171.216.54:4000/udp/225.1.8.240:4120
动作影院,http://115.171.216.54:4000/udp/225.1.8.252:4120
房山,http://115.171.216.54:4000/udp/225.1.8.68:8002
风尚生活,http://115.171.216.54:4000/udp/225.1.8.103:8002
高网,http://115.171.216.54:4000/udp/225.1.8.248:4120
古装剧场,http://115.171.216.54:4000/udp/225.1.8.229:4120
光影,http://115.171.216.54:4000/udp/225.1.8.244:4120
国学,http://115.171.216.54:4000/udp/225.1.8.237:4120
好学生,http://115.171.216.54:4000/udp/225.1.8.241:4120
纪实人文,http://115.171.216.54:4000/udp/225.1.8.53:8060
家庭影院,http://115.171.216.54:4000/udp/225.1.8.253:4120
嘉佳卡通,http://115.171.216.54:4000/udp/225.1.8.170:9268
鉴赏,http://115.171.216.54:4000/udp/225.1.8.242:4120
解密,http://115.171.216.54:4000/udp/225.1.8.235:4120
金鹰纪实,http://115.171.216.54:4000/udp/225.1.8.31:8156
金鹰卡通,http://115.171.216.54:4000/udp/225.1.8.163:9252
精选,http://115.171.216.54:4000/udp/225.1.8.234:4120
聚鲨北京,http://115.171.216.54:4000/udp/225.1.8.59:8002
聚鲨国际,http://115.171.216.54:4000/udp/225.1.8.66:8002
军旅剧场,http://115.171.216.54:4000/udp/225.1.8.228:4120
军事,http://115.171.216.54:4000/udp/225.1.8.236:4120
快乐垂钓,http://115.171.216.54:4000/udp/225.1.8.71:8002
每日影院,http://115.171.216.54:4000/udp/225.1.8.97:8002
美人,http://115.171.216.54:4000/udp/225.1.8.233:4120
美妆,http://115.171.216.54:4000/udp/225.1.8.232:4120
密云,http://115.171.216.54:4000/udp/225.1.8.75:8002
墨宝,http://115.171.216.54:4000/udp/225.1.8.243:4120
台球,http://115.171.216.54:4000/udp/225.1.8.245:4120
体育赛事,http://115.171.216.54:4000/udp/225.1.8.81:8176
武术,http://115.171.216.54:4000/udp/225.1.8.247:4120
武侠剧场,http://115.171.216.54:4000/udp/225.1.8.250:4120
喜剧影院,http://115.171.216.54:4000/udp/225.1.8.251:4120
戏曲,http://115.171.216.54:4000/udp/225.1.8.238:4120
幸福剧场,http://115.171.216.54:4000/udp/225.1.8.98:8002
幸福娱乐,http://115.171.216.54:4000/udp/225.1.8.99:8002
熊猫频道,http://115.171.216.54:4000/udp/225.1.8.210:8068
音乐现场,http://115.171.216.54:4000/udp/225.1.8.230:4120
早教,http://115.171.216.54:4000/udp/225.1.8.239:4120
中国足协杯,http://115.171.216.54:4000/udp/225.1.8.40:8184
天下足球,http://115.171.216.54:4000/udp/225.1.8.249:4120




⏹广东电信▶,#genre#
广东经济科教,http://nas147.myds.me:8888/udp/239.77.0.8:5146
广东经济科教,http://nas147.myds.me:8888/udp/239.77.0.85:5146
广东经济科教,http://nas147.myds.me:8888/udp/239.77.0.167:5146
广东岭南戏曲,http://nas147.myds.me:8888/udp/239.77.0.16:5146
广东岭南戏曲,http://nas147.myds.me:8888/udp/239.77.0.122:5146
广东民生,http://nas147.myds.me:8888/udp/239.77.0.225:5146
广东少儿,http://nas147.myds.me:8888/udp/239.77.0.250:5146
广东体育,http://nas147.myds.me:8888/udp/239.77.0.112:5146
广东体育,http://nas147.myds.me:8888/udp/239.77.0.168:5146
广东现代教育,http://nas147.myds.me:8888/udp/239.77.0.213:5146
广东新闻,http://nas147.myds.me:8888/udp/239.77.0.173:5146
广东移动,http://nas147.myds.me:8888/udp/239.77.0.20:5146
广东影视,http://nas147.myds.me:8888/udp/239.77.0.217:5146
广东珠江,http://nas147.myds.me:8888/udp/239.77.0.1:5146
广东珠江,http://nas147.myds.me:8888/udp/239.77.0.114:5146
广州法治,http://nas147.myds.me:8888/udp/239.253.43.74:5146
广州新闻,http://nas147.myds.me:8888/udp/239.253.43.72:5146
广州影视,http://nas147.myds.me:8888/udp/239.253.43.73:5146
广州综合,http://nas147.myds.me:8888/udp/239.253.43.71:5146
深圳财经生活,http://nas147.myds.me:8888/udp/239.77.1.242:5146
深圳电视剧频道,http://nas147.myds.me:8888/udp/239.77.1.125:5146
深圳电视剧频道,http://nas147.myds.me:8888/udp/239.77.1.177:5146
深圳都市频道,http://nas147.myds.me:8888/udp/239.77.1.124:5146
深圳都市频道,http://nas147.myds.me:8888/udp/239.77.1.176:5146
深圳公共频道,http://nas147.myds.me:8888/udp/239.77.1.126:5146
深圳公共频道,http://nas147.myds.me:8888/udp/239.77.1.178:5146
深圳龙岗频道,http://nas147.myds.me:8888/udp/239.77.1.223:5146
深圳少儿频道,http://nas147.myds.me:8888/udp/239.77.1.244:5146
深圳体育健康,http://nas147.myds.me:8888/udp/239.77.1.128:5146
深圳体育健康,http://nas147.myds.me:8888/udp/239.77.1.140:5146
深圳移动电视,http://nas147.myds.me:8888/udp/239.77.1.175:5146
深圳娱乐频道,http://nas147.myds.me:8888/udp/239.77.1.243:5146
深圳众创TV,http://nas147.myds.me:8888/udp/239.77.1.247:5146

CCTV-1综合,http://nas147.myds.me:8888/udp/239.77.1.144:5146
CCTV-1综合,http://nas147.myds.me:8888/udp/239.77.0.241:5146
CCTV-2财经,http://nas147.myds.me:8888/udp/239.77.1.158:5146
CCTV-2财经,http://nas147.myds.me:8888/udp/239.77.0.137:5146
CCTV-3综艺,http://nas147.myds.me:8888/udp/239.77.0.169:5146
CCTV-4中文国际,http://nas147.myds.me:8888/udp/239.77.1.163:5146
CCTV-4中文国际,http://nas147.myds.me:8888/udp/239.77.1.166:5146
CCTV-4中文国际,http://nas147.myds.me:8888/udp/239.77.0.78:5146
CCTV-4美洲,http://nas147.myds.me:8888/udp/239.253.43.121:5146
CCTV-4欧洲,http://nas147.myds.me:8888/udp/239.253.43.120:5146
CCTV-5体育,http://nas147.myds.me:8888/udp/239.77.1.116:5146
CCTV-5体育,http://nas147.myds.me:8888/udp/239.77.0.170:5146
CCTV-5+体育赛事,http://nas147.myds.me:8888/udp/239.77.1.31:5146
CCTV-5+体育赛事,http://nas147.myds.me:8888/udp/239.77.0.87:5146
CCTV-6电影,http://nas147.myds.me:8888/udp/239.77.0.171:5146
CCTV-7国防军事,http://nas147.myds.me:8888/udp/239.77.1.159:5146
CCTV-7国防军事,http://nas147.myds.me:8888/udp/239.77.0.138:5146
CCTV-8电视剧,http://nas147.myds.me:8888/udp/239.77.0.172:5146
CCTV-9纪录,http://nas147.myds.me:8888/udp/239.77.1.160:5146
CCTV-9纪录,http://nas147.myds.me:8888/udp/239.77.0.135:5146
CCTV-10科教,http://nas147.myds.me:8888/udp/239.77.1.113:5146
CCTV-10科教,http://nas147.myds.me:8888/udp/239.77.0.134:5146
CCTV-11戏曲,http://nas147.myds.me:8888/udp/239.77.1.108:5146
CCTV-11戏曲,http://nas147.myds.me:8888/udp/239.77.1.238:5146
CCTV-12社会与法,http://nas147.myds.me:8888/udp/239.77.1.109:5146
CCTV-12社会与法,http://nas147.myds.me:8888/udp/239.77.0.136:5146
CCTV-13新闻,http://nas147.myds.me:8888/udp/239.253.43.196:5146
CCTV-13新闻,http://nas147.myds.me:8888/udp/239.77.0.188:5146
CCTV-14少儿,http://nas147.myds.me:8888/udp/239.77.1.161:5146
CCTV-14少儿,http://nas147.myds.me:8888/udp/239.77.0.133:5146
CCTV-15音乐,http://nas147.myds.me:8888/udp/239.77.1.239:5146
CCTV-15音乐,http://nas147.myds.me:8888/udp/239.77.1.120:5146
CCTV-16奥林匹克,http://nas147.myds.me:8888/udp/239.77.1.76:5146
CCTV-16奥林匹克,http://nas147.myds.me:8888/udp/239.77.0.165:5146
CCTV-17农业农村,http://nas147.myds.me:8888/udp/239.77.1.121:5146
CCTV-17农业农村,http://nas147.myds.me:8888/udp/239.77.0.198:5146
CCTV兵器科技,http://nas147.myds.me:8888/udp/239.253.43.9:5146
CCTV兵器科技,http://nas147.myds.me:8888/udp/239.253.43.18:5146
CCTV第一剧场,http://nas147.myds.me:8888/udp/239.253.43.15:5146
CCTV第一剧场,http://nas147.myds.me:8888/udp/239.253.43.28:5146
CCTV电视指南,http://nas147.myds.me:8888/udp/239.253.43.10:5146
CCTV电视指南,http://nas147.myds.me:8888/udp/239.253.43.19:5146
CCTV发现之旅,http://nas147.myds.me:8888/udp/239.253.43.127:5146
CCTV发现之旅,http://nas147.myds.me:8888/udp/239.77.1.112:5146
CCTV风云剧场,http://nas147.myds.me:8888/udp/239.253.43.16:5146
CCTV风云剧场,http://nas147.myds.me:8888/udp/239.253.43.26:5146
CCTV风云音乐,http://nas147.myds.me:8888/udp/239.253.43.6:5146
CCTV风云音乐,http://nas147.myds.me:8888/udp/239.253.43.29:5146
CCTV风云足球,http://nas147.myds.me:8888/udp/239.253.43.14:5146
CCTV风云足球,http://nas147.myds.me:8888/udp/239.253.43.20:5146
CCTV高尔夫·网球,http://nas147.myds.me:8888/udp/239.253.43.12:5146
CCTV高尔夫·网球,http://nas147.myds.me:8888/udp/239.253.43.22:5146
CCTV怀旧剧场,http://nas147.myds.me:8888/udp/239.253.43.5:5146
CCTV怀旧剧场,http://nas147.myds.me:8888/udp/239.253.43.25:5146
CCTV女性时尚,http://nas147.myds.me:8888/udp/239.253.43.8:5146
CCTV女性时尚,http://nas147.myds.me:8888/udp/239.253.43.23:5146
CCTV世界地理,http://nas147.myds.me:8888/udp/239.253.43.7:5146
CCTV世界地理,http://nas147.myds.me:8888/udp/239.253.43.24:5146
CCTV央视台球,http://nas147.myds.me:8888/udp/239.253.43.11:5146
CCTV央视台球,http://nas147.myds.me:8888/udp/239.253.43.21:5146
CCTV央视文化精品,http://nas147.myds.me:8888/udp/239.253.43.13:5146
CCTV央视文化精品,http://nas147.myds.me:8888/udp/239.253.43.27:5146

CGTN,http://nas147.myds.me:8888/udp/239.77.0.45:5146
CGTN,http://nas147.myds.me:8888/udp/239.77.1.27:5146
CGTN阿拉伯语,http://nas147.myds.me:8888/udp/239.253.43.200:5146
CGTN俄语,http://nas147.myds.me:8888/udp/239.253.43.201:5146
CGTN法语,http://nas147.myds.me:8888/udp/239.77.0.228:5146
CGTN拉丁语,http://nas147.myds.me:8888/udp/239.253.43.122:5146
CGTN西班牙语,http://nas147.myds.me:8888/udp/239.77.0.221:5146
CGTN英语,http://nas147.myds.me:8888/udp/239.77.0.199:5146

安徽卫视,http://nas147.myds.me:8888/udp/239.77.1.92:5146
安徽卫视,http://nas147.myds.me:8888/udp/239.77.0.183:5146
北京卫视,http://nas147.myds.me:8888/udp/239.77.1.4:5146
北京卫视,http://nas147.myds.me:8888/udp/239.77.1.151:5146
北京卫视,http://nas147.myds.me:8888/udp/239.77.0.91:5146
兵团卫视,http://nas147.myds.me:8888/udp/239.77.1.80:5146
兵团卫视,http://nas147.myds.me:8888/udp/239.77.0.77:5146
大湾区卫视,http://nas147.myds.me:8888/udp/239.77.0.9:5146
大湾区卫视,http://nas147.myds.me:8888/udp/239.77.0.215:5146
东方卫视,http://nas147.myds.me:8888/udp/239.77.1.218:5146
东方卫视,http://nas147.myds.me:8888/udp/239.77.0.98:5146
东南卫视,http://nas147.myds.me:8888/udp/239.77.1.104:5146
东南卫视,http://nas147.myds.me:8888/udp/239.77.0.146:5146
甘肃卫视,http://nas147.myds.me:8888/udp/239.77.0.189:5146
广东卫视,http://nas147.myds.me:8888/udp/239.77.1.19:5146
广东卫视,http://nas147.myds.me:8888/udp/239.77.1.152:5146
广东卫视,http://nas147.myds.me:8888/udp/239.77.0.166:5146
广西卫视,http://nas147.myds.me:8888/udp/239.253.43.36:5146
广西卫视,http://nas147.myds.me:8888/udp/239.77.0.139:5146
贵州卫视,http://nas147.myds.me:8888/udp/239.77.1.221:5146
贵州卫视,http://nas147.myds.me:8888/udp/239.77.0.230:5146
海南卫视,http://nas147.myds.me:8888/udp/239.253.43.101:5146
海南卫视,http://nas147.myds.me:8888/udp/239.253.43.35:5146
河北卫视,http://nas147.myds.me:8888/udp/239.77.1.214:5146
河北卫视,http://nas147.myds.me:8888/udp/239.77.0.148:5146
河南卫视,http://nas147.myds.me:8888/udp/239.77.0.17:5146
河南卫视,http://nas147.myds.me:8888/udp/239.77.1.229:5146
黑龙江卫视,http://nas147.myds.me:8888/udp/239.77.1.6:5146
黑龙江卫视,http://nas147.myds.me:8888/udp/239.77.1.179:5146
黑龙江卫视,http://nas147.myds.me:8888/udp/239.77.0.93:5146
湖北卫视,http://nas147.myds.me:8888/udp/239.77.1.93:5146
湖北卫视,http://nas147.myds.me:8888/udp/239.77.1.174:5146
湖北卫视,http://nas147.myds.me:8888/udp/239.77.0.95:5146
湖北卫视,http://nas147.myds.me:8888/udp/239.77.0.128:5146
湖南卫视,http://nas147.myds.me:8888/udp/239.77.1.5:5146
湖南卫视,http://nas147.myds.me:8888/udp/239.77.0.88:5146
湖南卫视,http://nas147.myds.me:8888/udp/239.77.0.127:5146
吉林卫视,http://nas147.myds.me:8888/udp/239.77.1.111:5146
吉林卫视,http://nas147.myds.me:8888/udp/239.77.0.150:5146
江苏卫视,http://nas147.myds.me:8888/udp/239.77.1.18:5146
江苏卫视,http://nas147.myds.me:8888/udp/239.77.0.90:5146
江西卫视,http://nas147.myds.me:8888/udp/239.77.1.219:5146
江西卫视,http://nas147.myds.me:8888/udp/239.77.0.149:5146
辽宁卫视,http://nas147.myds.me:8888/udp/239.77.1.103:5146
辽宁卫视,http://nas147.myds.me:8888/udp/239.77.0.123:5146
内蒙古卫视,http://nas147.myds.me:8888/udp/239.77.1.55:5146
内蒙古卫视,http://nas147.myds.me:8888/udp/239.77.0.70:5146
宁夏卫视,http://nas147.myds.me:8888/udp/239.77.1.47:5146
宁夏卫视,http://nas147.myds.me:8888/udp/239.77.0.73:5146
青海卫视,http://nas147.myds.me:8888/udp/239.253.43.125:5146
三沙卫视,http://nas147.myds.me:8888/udp/239.253.43.113:5146
厦门卫视,http://nas147.myds.me:8888/udp/239.77.0.96:5146
山东教育卫视,http://nas147.myds.me:8888/udp/239.77.1.35:5146
山东教育卫视,http://nas147.myds.me:8888/udp/239.77.0.83:5146
山东卫视,http://nas147.myds.me:8888/udp/239.77.1.142:5146
山东卫视,http://nas147.myds.me:8888/udp/239.77.0.94:5146
山西卫视,http://nas147.myds.me:8888/udp/239.77.1.74:5146
山西卫视,http://nas147.myds.me:8888/udp/239.77.0.69:5146
陕西卫视,http://nas147.myds.me:8888/udp/239.77.1.54:5146
陕西卫视,http://nas147.myds.me:8888/udp/239.77.0.68:5146
深圳卫视,http://nas147.myds.me:8888/udp/239.77.1.3:5146
深圳卫视,http://nas147.myds.me:8888/udp/239.77.1.148:5146
深圳卫视,http://nas147.myds.me:8888/udp/239.77.0.92:5146
深圳卫视,http://nas147.myds.me:8888/udp/239.77.0.130:5146
四川卫视,http://nas147.myds.me:8888/udp/239.77.1.215:5146
四川卫视,http://nas147.myds.me:8888/udp/239.77.0.159:5146
天津卫视,http://nas147.myds.me:8888/udp/239.77.1.141:5146
天津卫视,http://nas147.myds.me:8888/udp/239.77.1.182:5146
天津卫视,http://nas147.myds.me:8888/udp/239.77.0.97:5146
天津卫视,http://nas147.myds.me:8888/udp/239.77.0.131:5146
西藏卫视,http://nas147.myds.me:8888/udp/239.77.1.49:5146
西藏卫视,http://nas147.myds.me:8888/udp/239.77.0.74:5146
新疆卫视,http://nas147.myds.me:8888/udp/239.77.1.53:5146
新疆卫视,http://nas147.myds.me:8888/udp/239.77.0.75:5146
延边卫视,http://nas147.myds.me:8888/udp/239.77.0.10:5146
延边卫视,http://nas147.myds.me:8888/udp/239.77.1.99:5146
云南卫视,http://nas147.myds.me:8888/udp/239.253.43.100:5146
云南卫视,http://nas147.myds.me:8888/udp/239.253.43.37:5146
浙江卫视,http://nas147.myds.me:8888/udp/239.77.1.33:5146
浙江卫视,http://nas147.myds.me:8888/udp/239.77.0.89:5146
重庆卫视,http://nas147.myds.me:8888/udp/239.77.1.162:5146
重庆卫视,http://nas147.myds.me:8888/udp/239.77.0.182:5146


CETV1,http://nas147.myds.me:8888/udp/239.77.1.222:5146
CETV1,http://nas147.myds.me:8888/udp/239.77.0.200:5146
CETV2,http://nas147.myds.me:8888/udp/239.77.1.69:5146
CETV2,http://nas147.myds.me:8888/udp/239.77.0.28:5146
CETV4,http://nas147.myds.me:8888/udp/239.253.43.40:5146
CETV4,http://nas147.myds.me:8888/udp/239.253.43.114:5146
CETV4,http://nas147.myds.me:8888/udp/239.77.1.200:5146
CETV早期教育,http://nas147.myds.me:8888/udp/239.77.0.180:5146
HZTV-1,http://nas147.myds.me:8888/udp/239.77.1.232:5146
HZTV-2,http://nas147.myds.me:8888/udp/239.77.1.233:5146
深圳宝安第一课,http://nas147.myds.me:8888/udp/239.77.1.225:5146
宝安频道,http://nas147.myds.me:8888/udp/239.77.1.67:5146
茶频道,http://nas147.myds.me:8888/udp/239.77.0.15:5146
潮州民生,http://nas147.myds.me:8888/udp/239.253.43.75:5146
潮州综合,http://nas147.myds.me:8888/udp/239.253.43.70:5146
东莞生活资讯,http://nas147.myds.me:8888/udp/239.253.43.105:5146
东莞新闻综合,http://nas147.myds.me:8888/udp/239.253.43.104:5146
佛山公共,http://nas147.myds.me:8888/udp/239.253.43.53:5146
佛山南海,http://nas147.myds.me:8888/udp/239.253.43.54:5146
佛山顺德,http://nas147.myds.me:8888/udp/239.253.43.55:5146
佛山影视,http://nas147.myds.me:8888/udp/239.253.43.56:5146
佛山综合,http://nas147.myds.me:8888/udp/239.253.43.57:5146
福建文化生活,http://nas147.myds.me:8888/udp/239.77.0.187:5146
福建新闻,http://nas147.myds.me:8888/udp/239.77.0.25:5146
国学频道,http://nas147.myds.me:8888/udp/239.77.1.105:5146
国学频道,http://nas147.myds.me:8888/udp/239.77.0.226:5146
哈哈炫动,http://nas147.myds.me:8888/udp/239.77.0.81:5146
河源公共,http://nas147.myds.me:8888/udp/239.253.43.214:5146
河源综合,http://nas147.myds.me:8888/udp/239.253.43.213:5146
环球奇观,http://nas147.myds.me:8888/udp/239.253.43.126:5146
环球奇观,http://nas147.myds.me:8888/udp/239.77.1.198:5146
纪实人文,http://nas147.myds.me:8888/udp/239.77.1.216:5146
纪实人文,http://nas147.myds.me:8888/udp/239.77.0.147:5146
嘉佳卡通,http://nas147.myds.me:8888/udp/239.77.0.179:5146
江门侨乡生活,http://nas147.myds.me:8888/udp/239.77.0.202:5146
江门综合,http://nas147.myds.me:8888/udp/239.77.0.201:5146
揭阳生活,http://nas147.myds.me:8888/udp/239.77.0.251:5146
揭阳综合,http://nas147.myds.me:8888/udp/239.77.0.229:5146
金鹰纪实,http://nas147.myds.me:8888/udp/239.77.1.217:5146
金鹰纪实,http://nas147.myds.me:8888/udp/239.77.0.160:5146
金鹰卡通,http://nas147.myds.me:8888/udp/239.77.0.164:5146
卡酷少儿,http://nas147.myds.me:8888/udp/239.77.1.50:5146
卡酷少儿,http://nas147.myds.me:8888/udp/239.77.0.79:5146
快乐垂钓,http://nas147.myds.me:8888/udp/239.77.0.145:5146
老故事,http://nas147.myds.me:8888/udp/239.77.1.197:5146
老故事,http://nas147.myds.me:8888/udp/239.77.0.220:5146
茂名文化生活,http://nas147.myds.me:8888/udp/239.77.0.207:5146
茂名综合,http://nas147.myds.me:8888/udp/239.77.0.206:5146
梅州客家生活,http://nas147.myds.me:8888/udp/239.253.43.124:5146
梅州新闻综合,http://nas147.myds.me:8888/udp/239.253.43.123:5146
汽摩,http://nas147.myds.me:8888/udp/239.77.1.205:5146
汽摩,http://nas147.myds.me:8888/udp/239.77.0.209:5146
清远文旅生活,http://nas147.myds.me:8888/udp/239.253.43.34:5146
清远新闻综合,http://nas147.myds.me:8888/udp/239.253.43.33:5146
求索纪录,http://nas147.myds.me:8888/udp/239.77.0.21:5146
汕头经济生活,http://nas147.myds.me:8888/udp/239.253.43.46:5146
汕头经济生活,http://nas147.myds.me:8888/udp/239.77.1.131:5146
汕头文旅体育,http://nas147.myds.me:8888/udp/239.253.43.47:5146
汕头综合,http://nas147.myds.me:8888/udp/239.253.43.45:5146
汕头综合,http://nas147.myds.me:8888/udp/239.77.1.130:5146
韶关新闻综合,http://nas147.myds.me:8888/udp/239.77.0.117:5146
书法世界,http://nas147.myds.me:8888/udp/239.77.1.115:5146
天元围棋,http://nas147.myds.me:8888/udp/239.253.43.98:5146
香山文化,http://nas147.myds.me:8888/udp/239.253.43.63:5146
徐闻综合,http://nas147.myds.me:8888/udp/239.253.43.112:5146
优漫卡通,http://nas147.myds.me:8888/udp/239.77.1.79:5146
优漫卡通,http://nas147.myds.me:8888/udp/239.77.0.222:5146
云浮文旅,http://nas147.myds.me:8888/udp/239.77.0.254:5146
云浮综合,http://nas147.myds.me:8888/udp/239.77.0.253:5146
湛江公共,http://nas147.myds.me:8888/udp/239.77.0.140:5146
湛江新闻综合,http://nas147.myds.me:8888/udp/239.77.0.141:5146
肇庆生活服务,http://nas147.myds.me:8888/udp/239.253.43.2:5146
肇庆综合,http://nas147.myds.me:8888/udp/239.253.43.1:5146
证券服务,http://nas147.myds.me:8888/udp/239.253.43.58:5146
证券服务,http://nas147.myds.me:8888/udp/239.77.1.135:5146
中国交通,http://nas147.myds.me:8888/udp/239.77.1.249:5146
中国天气,http://nas147.myds.me:8888/udp/239.77.1.143:5146
中山综合,http://nas147.myds.me:8888/udp/239.253.43.62:5146
中学生,http://nas147.myds.me:8888/udp/239.77.1.195:5146
珠海-1,http://nas147.myds.me:8888/udp/239.77.0.155:5146
珠海-2,http://nas147.myds.me:8888/udp/239.77.0.154:5146
自然传奇,http://nas147.myds.me:8888/udp/239.77.0.101:5146
自然传奇,http://nas147.myds.me:8888/udp/239.77.1.85:5146

IPTV01,http://nas147.myds.me:8888/udp/239.77.0.99:5146
IPTV02,http://nas147.myds.me:8888/udp/239.77.0.100:5146
IPTV03,http://nas147.myds.me:8888/udp/239.77.0.102:5146
IPTV04,http://nas147.myds.me:8888/udp/239.77.0.103:5146
IPTV05,http://nas147.myds.me:8888/udp/239.77.0.104:5146
IPTV06,http://nas147.myds.me:8888/udp/239.77.0.105:5146
IPTV07,http://nas147.myds.me:8888/udp/239.77.0.106:5146
IPTV08,http://nas147.myds.me:8888/udp/239.77.0.109:5146
IPTV09,http://nas147.myds.me:8888/udp/239.77.0.110:5146
IPTV10,http://nas147.myds.me:8888/udp/239.77.1.82:5146
IPTV11,http://nas147.myds.me:8888/udp/239.77.1.83:5146
IPTV12,http://nas147.myds.me:8888/udp/239.77.1.88:5146
IPTV13,http://nas147.myds.me:8888/udp/239.77.1.89:5146
IPTV14,http://nas147.myds.me:8888/udp/239.77.1.90:5146
IPTV15,http://nas147.myds.me:8888/udp/239.77.1.91:5146
IPTV16,http://nas147.myds.me:8888/udp/239.77.1.138:5146
IPTV17,http://nas147.myds.me:8888/udp/239.77.1.86:5146
IPTV18,http://nas147.myds.me:8888/udp/239.77.1.84:5146
IPTV19,http://nas147.myds.me:8888/udp/239.77.0.153:5146
IPTV1央视精品,http://nas147.myds.me:8888/udp/239.77.1.75:5146
IPTV2央视精品,http://nas147.myds.me:8888/udp/239.77.1.63:5146
IPTV3央视精品,http://nas147.myds.me:8888/udp/239.77.1.64:5146
IPTV4央视精品,http://nas147.myds.me:8888/udp/239.77.1.56:5146
IPTV影视推荐,http://nas147.myds.me:8888/udp/239.77.0.186:5146
IPTV影视推荐,http://nas147.myds.me:8888/udp/239.77.1.183:5146
IPTV影视推荐,http://nas147.myds.me:8888/udp/239.77.1.184:5146
IPTV影视推荐,http://nas147.myds.me:8888/udp/239.77.0.185:5146
IPTV影视推荐,http://nas147.myds.me:8888/udp/239.77.0.232:5146
IPTV影视推荐,http://nas147.myds.me:8888/udp/239.77.0.233:5146
IPTV影视推荐,http://nas147.myds.me:8888/udp/239.77.0.240:5146
BesTV百视通01,http://nas147.myds.me:8888/udp/239.253.43.115:5146
BesTV百视通02,http://nas147.myds.me:8888/udp/239.253.43.116:5146
BesTV百视通03,http://nas147.myds.me:8888/udp/239.253.43.117:5146
BesTV百视通04,http://nas147.myds.me:8888/udp/239.253.43.118:5146
BesTV百视通05,http://nas147.myds.me:8888/udp/239.253.43.119:5146


⏹上海电信▶,#genre#
上海东方影视,http://222.67.181.60:8888/udp/239.45.3.237:5140
上海五星体育,http://222.67.181.60:8888/udp/239.45.3.210:5140
上海新闻综合,http://222.67.181.60:8888/udp/239.45.3.209:5140
上视外语,http://222.67.181.60:8888/udp/239.45.1.127:5140
生活时尚,http://222.67.181.60:8888/udp/239.45.3.132:5140

CHC动作电影,http://222.67.181.60:8888/udp/239.45.0.41:5140
CHC影迷电影,http://222.67.181.60:8888/udp/239.45.0.42:5140
CHC家庭影院,http://222.67.181.60:8888/udp/239.45.0.40:5140
CHC家庭影院,http://222.67.181.60:8888/udp/239.45.1.22:5140


CCTV-1综合,http://222.67.181.60:8888/udp/239.45.3.88:5140
CCTV-1综合,http://222.67.181.60:8888/udp/239.45.3.145:5140
CCTV-2财经,http://222.67.181.60:8888/udp/239.45.0.1:5140
CCTV-2财经,http://222.67.181.60:8888/udp/239.45.3.208:5140
CCTV-3综艺,http://222.67.181.60:8888/udp/239.45.1.68:5140
CCTV-4中文国际,http://222.67.181.60:8888/udp/239.45.0.2:5140
CCTV-5体育,http://222.67.181.60:8888/udp/239.45.1.69:5140
CCTV-5+体育赛事,http://222.67.181.60:8888/udp/239.45.0.34:5140
CCTV-6电影,http://222.67.181.60:8888/udp/239.45.1.70:5140
CCTV-7国防军事,http://222.67.181.60:8888/udp/239.45.3.56:5140
CCTV-8电视剧,http://222.67.181.60:8888/udp/239.45.1.71:5140
CCTV-9纪录,http://222.67.181.60:8888/udp/239.45.3.4:5140
CCTV-10科教,http://222.67.181.60:8888/udp/239.45.3.8:5140
CCTV-11戏曲,http://222.67.181.60:8888/udp/239.45.0.18:5140
CCTV-12社会与法,http://222.67.181.60:8888/udp/239.45.3.10:5140
CCTV-12社会与法,http://222.67.181.60:8888/udp/239.45.3.124:5140
CCTV-13新闻,http://222.67.181.60:8888/udp/239.45.0.19:5140
CCTV-14少儿,http://222.67.181.60:8888/udp/239.45.3.23:5140
CCTV-14少儿,http://222.67.181.60:8888/udp/239.45.3.125:5140
CCTV-15音乐,http://222.67.181.60:8888/udp/239.45.0.20:5140
CCTV-15音乐,http://222.67.181.60:8888/udp/239.45.3.126:5140
CCTV-16奥林匹克,http://222.67.181.60:8888/udp/239.45.0.10:5140
